,index,cashtag,created_at,official_account,sentiment,source,spans,text,total_likes,clean_text,base_text,POS_VB,POS_VBD,POS_VBG,POS_VBN,POS_VBP,POS_VBZ,=+num,=-num,=+num%,=-num%,word_num,ordinal_num,num-num,num-num%,num-num-num,num/num,only_number,call_+num%,put_+num%,put_-num%,bull,bear,number_of_!,number_of_?,number_of_$,continous_!,continous_?,AFINN_sum_score,AFINN_max_score,AFINN_min_score,AFINN_pos_ratio,AFINN_neg_ratio,BingLiu_pos_ratio,BingLiu_neg_ratio,NRC_Hashtag_sum_score,NRC_Hashtag_max_score,NRC_Hashtag_min_score,NRC_Hashtag_pos_ratio,NRC_Hashtag_neg_ratio,SentiWordNet_sum_score,SentiWordNet_max_score,SentiWordNet_min_score,SentiWordNet_pos_ratio,SentiWordNet_neg_ratio,Avg_TFIDF_1-grams,Avg_TFIDF_2-grams,Avg_TFIDF_3-grams,Avg_TFIDF_4-grams,caps_word,hashtags,sentiment score
10,67,$LCI,2,0,1,stocktwits,"is a later riser,', 'Positive catalyst?","$LCI is a later riser, just like the last few days.  Jan. 14 Healthcare Conference presentation.  Positive catalyst?",0,$LCI is a later riser just like the last few days january 14 Healthcare Conference presentation Positive catalyst ?,$LCI is a later riser just like the last few day januari 14 healthcar confer present posit catalyst ?,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0.8,0.4,0,0.105263158,0,0.105263158,0,-0.402671095,0.184693101,-0.307175974,0.210526316,0.684210526,0.125,0.25,-0.25,0.166666667,0.083333333,5.72950177,7.290759948,7.536294985,7.589613999,0,0,0.203
11,364,$AAPL,2,0,0,stocktwits,"wants lower', 'up waves getting smaller",$AAPL wants lower. up waves getting smaller on the 2 min,0,$AAPL wants lower up waves getting smaller on the 2 minute,$AAPL want lower up wave get smaller on the 2 minut,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.315341499,0.231056674,-0.135699952,0.090909091,0.909090909,-0.25,0.25,-0.375,0.285714286,0.285714286,5.203142192,7.12092599,7.458715323,7.589613999,0,0,-0.37
12,341,$IBIO,2,0,0,stocktwits,is up 19%,$PLX funny thing is $IBIO is up 19% AH on $PLX approval!,0,$PLX funny thing is $IBIO is up 19% AH on $PLX approval !,$PLX funni thing is $IBIO is up 19% AH on $PLX approv !,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1.2,0.8,0,0.153846154,0,0.076923077,0.076923077,-0.345304823,0.120476092,-0.142204692,0.076923077,0.692307692,0.75,0.5,0,0.6,0,5.445202846,6.956003835,7.099011287,7.184148891,1,0,0.309
13,860,$NAVB,2,0,0,stocktwits,held the trend line,"@louiebeene vwap is 1.63, held the trend line. Should be on a LOT of radars. $NAVB",0,vwap is 1.63 held the trend line Should be on a LOT of radars $NAVB,vwap is 1.63 held the trend line should be on a lot of radar $NAVB,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.64459207,0,-0.172237215,0,0.733333333,0.25,0.125,0,0.285714286,0,4.976044904,7.13297238,7.589613999,7.589613999,1,0,0.325
14,470,$SPY,2,0,0,stocktwits,up 7$,"$FFIV up 7$ with less then 700,000 on the tape (dont know avg. vol, so that may be alot for the stock but still 100m for every $ isthin $SPY",0,"$FFIV up 7$with less then 70,0 on the tape (do not know avg vol so that may be alot for the stock but still 10m for every $isthin $SPY","$FFIV up 7$with le then 70,0 on the tape (do not know avg vol so that may be alot for the stock but still 10m for everi $isthin $SPY",2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,-0.910248426,0.312296727,-0.128503218,0.068965517,0.75862069,-1.125,0.125,-0.625,0.111111111,0.333333333,4.92397941,6.664459822,7.146124715,7.184148891,0,0,0.177
15,1289,$TSLA,0,-1,0,twitter,very tight on the avail stock for shorting,"$TSLA borrow still -7.5% which means very tight on the avail stock for shorting....  $VALE meanwhile easing up to ""only -8%",-1,$TSLA borrow still -7.5% which means very tight on the avail stock for shorting $VALE meanwhile easing up to only 8 %,$TSLA borrow still -7.5% which mean veri tight on the avail stock for short $VALE meanwhil eas up to onli 8 %,0,0,2,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.045454545,0,-1.162134108,0.012109889,-0.26302678,0.090909091,0.727272727,-0.875,0,-0.625,0,0.272727273,5.121700761,6.935152539,7.184148891,7.184148891,0,0,-0.554
16,293,$LF,2,0,0,stocktwits,damn me and low priced stocks,they&#39;re usually cheap for a reason RT @howardlindzon my dog of the last few months...$LF damn me and low priced stocks,0,they are usually cheap for a reason RT my dog of the last few months LF damn me and low priced stocks,they are usual cheap for a reason RT my dog of the last few month LF damn me and low price stock,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8,0,-0.8,0,0.045454545,0,0.090909091,-1.206975296,0.080617258,-0.157705349,0.227272727,0.772727273,-0.625,0.125,-0.25,0.083333333,0.25,5.322604819,7.249912673,7.553132568,7.589613999,2,0,-0.482
17,1389,$CNSL,0,-1,0,twitter,TOP 5 STOCK PICKS,"TOP 5 STOCK PICKS FOR TUESDAY 04/12/16 1) $CNSL 2) $PSXP 3) $DORM 4) $OGS 5) $ROST

#wallsteet #stockmarket #finance #cnbc #cnn #foxnews",-1,TOP 5 STOCK PICKS FOR TUESDAY 04/12/16 1) $CNSL 2) $PSXP 3) $DORM 4) $OGS 5) $ROST #walstet #stockmarket #finance #cnbc #cn #foxnews,top 5 stock pick for tuesday 04/12/16 1) $CNSL 2) $PSXP 3) $DORM 4) $OGS 5) $ROST #walstet #stockmarket #financ #cnbc #cn #foxnew,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0.4,0.4,0,0.043478261,0,0.043478261,0,-0.888243028,0.139713515,-0.733444052,0.086956522,0.260869565,0,0,0,0,0,5.022338027,6.896466818,6.896466818,6.896466818,5,6,0.414
18,1039,$CTRP,1,-1,0,twitter,over 225 million new Internet users are being added globally every year,over 225 million new Internet users are being added globally every year $AMZN $FB $GOOG $BABA $CTRP $BIDU $JD https://t.co/n838HFWWxv,-1,over 225 million new Internet users are being added globally every year $AMZN $FB $GOOG $BABA $CTRP $BIDU $JD _url,over 225 million new internet user are be ad global everi year $AMZN $FB $GOOG $BABA $CTRP $BIDU $JD _url,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,-0.929070653,0.053075912,-0.379143312,0.1,0.5,0.625,0.375,0,0.375,0,5.129687689,6.476988012,6.49100171,6.49100171,0,0,0.337
19,1116,$PRLB,1,-1,0,twitter,I dumped $PYPL and $PRLB,"I dumped $PYPL and $PRLB, maybe buy back another time.",-1,I dumped $PYPL and $PRLB maybe buy back another time .,I dump $PYPL and $PRLB mayb buy back anoth time .,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-0.4,0,-0.4,0,0.090909091,0,0.090909091,-0.531105114,0.015569857,-0.201439347,0.090909091,0.727272727,0,0,0,0,0,4.999864531,7.070694781,7.589613999,7.589613999,0,0,-0.506
20,1443,$ISRG,1,-1,0,twitter,keeps Outperform rated,$ISRG PT raised to $700 from $640 at Leerink - keeps Outperform rated,-1,$ISRG PT raised to $700 from $640 at Lerink - keeps Outperform rated,$ISRG PT rais to $700 from $640 at lerink - keep outperform rate,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0.076923077,0,-0.303439208,0.05542869,-0.122136876,0.076923077,0.615384615,0,0,0,0,0,5.669504535,7.452287463,7.589613999,7.589613999,1,0,0.489
21,903,$AAPL,2,0,0,stocktwits,still in massive weekly & monthly uptrend,"Don&#39;t care about mis/underpricing in $AAPL, still in massive weekly &amp; monthly uptrend.",0,do not care about mis/underpricing in $AAPL still in massive weekly & monthly uptrend .,do not care about mis/underpr in $AAPL still in massiv weekli & monthli uptrend .,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4,0.4,0,0.066666667,0,0,0,-0.912393606,0.016123452,-0.197979379,0.066666667,0.8,-0.375,0.375,-0.625,0.142857143,0.285714286,5.819674818,7.290410717,7.589613999,7.589613999,0,0,0.632
22,421,$LSCC,0,1,1,stocktwits,Accumulation chart continues to make new highs showing accumulation continuing to take place,$LSCC Accumulation chart continues to make new highs showing accumulation continuing to take place http://stks.co/aDpO,0,$LSCC Accumulation chart continues to make new highs showing accumulation continuing to take place _url,$LSCC accumul chart continu to make new high show accumul continu to take place _url,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.376928932,0.095287523,-0.099162688,0.133333333,0.6,0.5,0.375,0,0.181818182,0,6.166593478,7.226309905,7.55582524,7.589613999,0,0,0.497
23,605,$SFUN,2,0,0,stocktwits,China winners,China winners: $QIHU $CTRP $QUNR $BIDU $SFUN $VIPS,0,China winners: $QIHU $CTRP $QUNR $BIDU $SFUN $VIPS,china winners: $QIHU $CTRP $QUNR $BIDU $SFUN $VIPS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,-0.070237354,0,-0.070237354,0,0.125,0,0,0,0,0,6.091747862,6.896466818,0,0,0,0,0.452
24,1180,$MS,2,-1,0,twitter,$NFLX more positive comments from $MS,$NFLX more positive comments from $MS https://t.co/hTF8uQP7RL,-1,$NFLX more positive comments from $MS _url,$NFLX more posit comment from $MS _url,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0.4,0.4,0,0.142857143,0,0.142857143,0,-0.06200263,0.184693101,-0.176942772,0.142857143,0.428571429,0.625,0.625,0,0.333333333,0,4.532280148,7.112228373,7.184148891,7.184148891,0,0,0.085
25,231,$ELOS,1,0,0,stocktwits,top stocks,"5 top stocks on NASDAQ: $RLOG, $VLTC, $FLML, $ELOS, $OSM  http://stks.co/rK5M",0,5 top stocks on NASDAQ: $RLOG $VLTC $FLML $ELOS $OSM _url,5 top stock on nasdaq: $RLOG $VLTC $FLML $ELOS $OSM _url,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,0.4,0.4,0,0.090909091,0,0.090909091,0,0.005674348,0.025396166,-0.02498097,0.181818182,0.181818182,0,0,0,0,0,3.927920304,6.84461802,7.184148891,7.184148891,1,0,0.376
26,556,$BBRY,0,0,0,stocktwits,"Some competitors worry that BlackBerry is the inevitable successor to Northern Telecom', 'much more competent leadership","$BB.CA $BBRY Some competitors worry that BlackBerry is the inevitable successor to Northern Telecom,but with much more competent leadership.",0,$BB A $BBRY Some competitors worry that BlackBerry is the inevitable successor to Northern Telecom ut with much more competent leadership .,$BB A $BBRY some competitor worri that blackberri is the inevit successor to northern telecom ut with much more compet leadership .,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-0.2,0.4,-0.6,0.045454545,0.045454545,0,0.090909091,-0.750951491,0.120476092,-0.152584596,0.136363636,0.681818182,0,0.75,-0.625,0.142857143,0.142857143,5.700361251,7.501138858,7.589613999,7.589613999,0,0,0.27
27,944,$STLD,2,-1,0,twitter,Highest call to put ratio,Highest call to put ratio $EEV $MHLD $CLD $YGE $GALE $CERS $STLD $LXK $QLIK $GRA $SAND $DISCA $VNQ $EGO $INVA $CFG https://t.co/PrWI3Pm5bm,-1,Highest call to put ratio $EEV $MHLD $CLD $YGE $GALE $CERS $STLD $LXK $QLIK $GRA $SAND $DISCA $VNQ $EGO $INVA $CFG _url,highest call to put ratio $EEV $MHLD $CLD $YGE $GALE $CERS $STLD $LXK $QLIK $GRA $SAND $DISCA $VNQ $EGO $INVA $CFG _url,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,-0.294028095,0,-0.111203377,0,0.227272727,0,0,0,0,0,4.482798999,6.158690928,6.203319638,6.203319638,0,0,0.348
28,514,$HAL,2,0,0,stocktwits,Institutions seem to like this class of stocks,Institutions seem to like this class of stocks. Own 85-90% of shares in $HAL $SLB $NOV $BHI $SPN $FTI $DVR .,0,Institutions seem to like this class of stocks Own 85-90% of shares in $HAL $SLB $NOV $BHI $SPN $FTI $DVR DVR .,institut seem to like thi class of stock own 85-90% of share in $HAL $SLB $NOV $BHI $SPN $FTI $DVR dvr .,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0.6,0.4,0,0.090909091,0,0.045454545,0,-0.497405024,0.064424607,-0.134454363,0.181818182,0.454545455,0.125,0.125,0,0.166666667,0,5.232011565,7.028403132,7.137710198,7.184148891,1,0,0.422
29,1082,$BBY,2,-1,0,twitter,Short Setups Looking Nice....Really Nice,Short Setups Looking Nice....Really Nice | $AL $ADS $BBY $HRS $DY $EBAY $ETFC $F $FLT $BK $AMGN $HRTX $IVZ $LCI https://t.co/G9DxoE5dzj,-1,Short Setups Looking Nice Realy Nice | $AL $ADS $BBY $HRS $DY $EBAY $ETFC $F $FLT $BK $AMGN $HRTX $IVZ $LCI _url,short setup look nice reali nice | $AL $ADS $BBY $HRS $DY $EBAY $ETFC $F $FLT $BK $AMGN $HRTX $IVZ $LCI _url,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,1.2,0.6,0,0.090909091,0,0.090909091,0,0.00650474,0.087537195,-0.090443568,0.090909091,0.181818182,0.125,0.125,0,0.2,0,5.127917198,6.085536602,6.085536602,6.085536602,0,0,-0.464
30,246,$TZA,0,0,0,stocktwits,with upcoming first support in a few days or weeks!,"$TNA, $TZA daily chart of $TNA with upcoming first support in a few days or weeks! http://stks.co/q3Kj",0,$TNA $TZA daily chart of $TNA with upcoming 1st support in a few days or weeks! _url,$TNA $TZA daili chart of $TNA with upcom 1st support in a few day or weeks! _url,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0.4,0.4,0,0.058823529,0,0.058823529,0,-0.375060549,0.042972805,-0.120752889,0.176470588,0.529411765,0,0,0,0,0,4.71003905,7.369580533,7.589613999,7.589613999,0,0,0.274
31,966,$GOGO,0,-1,0,twitter,$GOGO short,"Nice names on watch for tomorrow $TUES long $8+, $CVEO short $1.85-2.00. $GERN $TNET $WDC potential r/g and $GOGO short under $11. #stocks",-1,Nice names on watch for tomorrow $TUES long $8+ $CVEO short $1.85-2.00 $GERN $TNET $WDC potential r/g and $GOGO short under $11 #stocks,nice name on watch for tomorrow $TUES long $8+ $CVEO short $1.85-2.00 $GERN $TNET $WDC potenti r/g and $GOGO short under $11 #stock,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0.6,0.6,0,0.043478261,0,0.043478261,0,-0.156874957,0.087537195,-0.162826102,0.217391304,0.347826087,-0.25,0,-0.25,0,0.125,4.82156958,6.75973251,6.874152463,6.896466818,0,1,-0.318
32,967,$ERX,2,-1,0,twitter,"Oil To Break Out', 'Adding Chevron",Oil To Break Out: Adding Chevron https://t.co/IrZkAVxjiE $AXP $CLGRF $CSCO $ERX $IBM $MCD $SSRI $VLO $WMT $XOM $CVX,-1,Oil To Break Out: Adding Chevron _url $AXP $CLGRF $CSCO $ERX $IBM $MCD $SSRI $VLO $WMT $XOM $CVX,oil To break out: ad chevron _url $AXP $CLGRF $CSCO $ERX $IBM $MCD $SSRI $VLO $WMT $XOM $CVX,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0.055555556,0.000622794,0.064424607,-0.0543215,0.111111111,0.166666667,-0.125,0,-0.125,0,0.333333333,4.526428405,6.443949263,6.60602882,6.673323267,0,0,0.666
33,1273,$YGE,2,-1,0,twitter,Highest call to put ratio,Highest call to put ratio $EEV $MHLD $CLD $YGE $GALE $CERS $STLD $LXK $QLIK $GRA $SAND $DISCA $VNQ $EGO $INVA $CFG https://t.co/PrWI3Pm5bm,-1,Highest call to put ratio $EEV $MHLD $CLD $YGE $GALE $CERS $STLD $LXK $QLIK $GRA $SAND $DISCA $VNQ $EGO $INVA $CFG _url,highest call to put ratio $EEV $MHLD $CLD $YGE $GALE $CERS $STLD $LXK $QLIK $GRA $SAND $DISCA $VNQ $EGO $INVA $CFG _url,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,-0.294028095,0,-0.111203377,0,0.227272727,0,0,0,0,0,4.482798999,6.158690928,6.203319638,6.203319638,0,0,0.348
34,1183,$FB,2,-1,0,twitter,"my 18 year old and 14 year old are never on $FB ', 'Their mom and grandmas are though",@BolshieBear the media run by the biggest tax evader of them all! Now married to a bleeding heart leftie. Can't make this shit up,-1,the media run by the biggest tax evader of them all! Now married to a bleeding heart leftie can not make this shit up,the medium run by the biggest tax evad of them all! now marri to a bleed heart lefti can not make thi shit up,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.8,0,-0.8,0,0.041666667,0,0.083333333,-1.228842295,0.024565774,-0.152861394,0.125,0.791666667,-0.875,0.125,-0.625,0.090909091,0.272727273,5.470175259,7.438404521,7.589613999,7.589613999,0,0,-0.258
35,612,$JVA,1,0,0,stocktwits,"short somewhere in the high', 'his thing will b short to $3 soon",$JVA being pushed up by a few jack monkey&#39;s. This thing will b short to $3 soon. Gonna add sedond short somewhere in the high 14&#39;s if we get,0,$JVA being pushed up by a few jack monkey's This thing will b short to $3 soon going to add sedond short somewhere in the high 14's if we get,$JVA be push up by a few jack monkey' thi thing will b short to $3 soon go to add sedond short somewher in the high 14' if we get,2,0,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,-0.992734067,0.042834406,-0.115078541,0.133333333,0.733333333,0,0.125,-0.125,0.142857143,0.142857143,5.412748923,7.206924762,7.571985081,7.589613999,0,0,-0.526
36,1236,$AMZN,2,-1,0,twitter,$AAPL signs up with Google cloud,"$AAPL signs up with Google cloud, to spend less with Amazon Web Services. $AMZN drops late in the day from resistance, Slims target 540",-1,$AAPL signs up with Google cloud to spend less with Amazon Web Services $AMZN drops late in the day from resistance Slims target 540,$AAPL sign up with googl cloud to spend le with amazon web servic $AMZN drop late in the day from resist slim target 540,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.083333333,-0.36737942,0.248079718,-0.12504325,0.25,0.625,-0.75,0.25,-0.75,0.285714286,0.214285714,5.542658425,7.266267898,7.553132568,7.589613999,0,0,-0.403
37,434,$SLV,0,0,0,stocktwits,next 5-6 charts illustrate a bullish weekly outcome,$SLV $GLD the next 5-6 charts illustrate a bullish weekly outcome http://stks.co/t0nSz,0,$SLV $GLD the next 5-6 charts illustrate a bullish weekly outcome _url,$SLV $GLD the next 5-6 chart illustr a bullish weekli outcom _url,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0.083333333,0,-0.074112518,0.024565774,-0.027056951,0.166666667,0.416666667,0.875,0.5,0,0.333333333,0,4.928835399,7.143051452,7.184148891,7.184148891,0,0,0.119
38,1013,$FB,1,-1,0,twitter,makes less profit than the sales of $AAPL Watch,Amazing how $FB at 300B market cap makes less profit than the sales of $AAPL Watch. Where is the 300B valuation for apple watch business?,-1,Amazing how $FB at 30B market cap makes less profit than the sales of $AAPL Watch Where is the 30B valuation for apple watch business ?,amaz how $FB at 30b market cap make le profit than the sale of $AAPL watch where is the 30b valuat for appl watch busi ?,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0.8,0.8,0,0.038461538,0,0.038461538,0,-0.720088575,0.237976611,-0.137775932,0.076923077,0.769230769,-0.375,0.125,-0.5,0.083333333,0.083333333,5.398170078,7.439206259,7.589613999,7.589613999,0,0,-0.641
